wavfile,ground_truth,ASR_recognition,wer,cer
sim_pd15_habitual_nm_h15_6_ch1_70db,Pure bred poodles have curls.,"Purebred poodles have curls.
",0.4,0.034482758620689655
sim_pd12_habitual_nm_h10_10_ch1_70db,The bill was paid every third week.,"The bill was paid every third week.
",0.0,0.0
sim_oc11_habitual_nm_h15_10_ch1_70db,The cigar burned a hole in the desk top.,"The scar burned a hole in the desktop.
",0.3333333333333333,0.1
sim_oc06_habitual_nm_h16_8_ch1_70db,We tried to replace the coin but failed.,"We tried to replace the coin but failed.
",0.0,0.0
sim_pd11_habitual_nm_h15_9_ch1_70db,Mud was spattered on the front of his white shirt.,"Mud was spattered on the front of his white shirt.
",0.0,0.0
sim_oc16_habitual_nm_h2_7_ch1_70db,Smoky fires lack flame and heat.,"Smoky fires lack flame and heat.
",0.0,0.0
sim_pd09_habitual_nm_h14_9_ch1_70db,We frown when events take a bad turn.,"We frown whenever events take a bad turn.
",0.125,0.10810810810810811
sim_oc05_habitual_nm_h2_1_ch1_70db,The boy was there when the sun rose.,"The boy was there when the sun rose.
",0.0,0.0
sim_oc16_habitual_nm_h2_4_ch1_70db,Kick the ball straight and follow through.,"Kick the ball straight and follow through.
",0.0,0.0
sim_pd11_habitual_nm_h15_3_ch1_70db,A salt pickle tastes fine with ham.,"A salt pickle tastes fine. Went with ham.
",0.2857142857142857,0.17142857142857143
sim_oc02_habitual_nm_h17_6_ch1_70db,Wood is best for making toys and blocks.,"What is best for making toys and blocks?
",0.25,0.1
sim_oc02_habitual_nm_h17_3_ch1_70db,Drop the two when you add the figures.,"Drop the two when you add the figures.
",0.0,0.0
sim_pd11_habitual_nm_h15_8_ch1_70db,The spot on the blotter was made by green ink.,"Spot on. The bladder was made by green ink.
",0.5,0.21739130434782608
sim_oc09_habitual_nm_h14_10_ch1_70db,Port is a strong wine with a smoky taste.,"Port is a strong wine with a smoky taste.
",0.0,0.0
sim_oc07_habitual_nm_h12_9_ch1_70db,A lame back kept his score low.,"Elaine Beck kept his score low.
",0.42857142857142855,0.1935483870967742
sim_oc04_habitual_nm_h15_8_ch1_70db,The spot on the blotter was made by green ink.,"The spot on the bladder was made by green ink.
",0.1,0.06521739130434782
sim_oc16_habitual_nm_h2_6_ch1_70db,A pot of tea helps to pass the evening.,"A pot of tea helps to pass the evening.
",0.0,0.0
sim_oc11_habitual_nm_h15_1_ch1_70db,The young kid jumped the rusty gate.,"The young kid jumped the rusty gate.
",0.0,0.0
sim_pd05_habitual_nm_h2_7_ch1_70db,Smoky fires lack flame and heat.,"Smokey flares like flame and heat.
",0.5,0.1875
sim_oc07_habitual_nm_h12_4_ch1_70db,"Split the log with a quick, sharp blow.","Split the log with a quick sharp blow.
",0.125,0.02564102564102564
sim_pd06_habitual_nm_h16_2_ch1_70db,A speedy man can beat this track mark.,"
",1.0,1.0
sim_oc02_habitual_nm_h17_4_ch1_70db,A filing case is now hard to buy.,"
",1.0,1.0
sim_oc06_habitual_nm_h16_7_ch1_70db,The pirates seized the crew of the lost ship.,"
",1.0,1.0
sim_pd15_habitual_nm_h15_2_ch1_70db,Guess the result from the first scores.,"Guess the result from the first scores.
",0.0,0.0
sim_oc09_habitual_nm_h14_2_ch1_70db,He said the same phrase thirty times.,"He said the same phrase 30 times.
",0.14285714285714285,0.16216216216216217
sim_pd11_habitual_nm_h15_10_ch1_70db,The cigar burned a hole in the desk top.,"Cigarette burned a hole in his desktop.
",0.5555555555555556,0.325
sim_pd15_habitual_nm_h15_1_ch1_70db,The young kid jumped the rusty gate.,"The young kid jumped the rusty gate.
",0.0,0.0
sim_pd16_habitual_nm_h2_6_ch1_70db,A pot of tea helps to pass the evening.,"A pot of tea helps to pass the evening.
",0.0,0.0
sim_pd15_habitual_nm_h15_7_ch1_70db,The tree top waved in a graceful way.,"The treetop waved in a graceful way.
",0.25,0.02702702702702703
sim_pd08_habitual_nm_h14_2_ch1_70db,He said the same phrase thirty times.,"He said the small phrase 30 times.
",0.2857142857142857,0.24324324324324326
sim_pd04_habitual_nm_h15_9_ch1_70db,Mud was spattered on the front of his white shirt.,"But was spattered on the front of his white shirt.
",0.1,0.04
sim_oc04_habitual_nm_h15_6_ch1_70db,Pure bred poodles have curls.,"Purebred poodles have curls.
",0.4,0.034482758620689655
sim_oc17_habitual_nm_h12_9_ch1_70db,A lame back kept his score low.,"Elaine back kept his score low.
",0.2857142857142857,0.12903225806451613
sim_oc04_habitual_nm_h15_1_ch1_70db,The young kid jumped the rusty gate.,"The young kid jumped the rusty gay.
",0.14285714285714285,0.05555555555555555
sim_pd06_habitual_nm_h16_4_ch1_70db,The coffee stand is too high for the couch.,"The coffee stand is too high for the couch.
",0.0,0.0
sim_oc04_habitual_nm_h15_10_ch1_70db,The cigar burned a hole in the desk top.,"The cigar burned a hole in the desktop.
",0.2222222222222222,0.025
sim_oc02_habitual_nm_h17_7_ch1_70db,The office paint was a dull sad tan.,"The office paint was dull.
",0.5,0.2777777777777778
sim_pd04_habitual_nm_h15_8_ch1_70db,The spot on the blotter was made by green ink.,"The spot on the bladder was made by green ink.
",0.1,0.06521739130434782
sim_pd04_habitual_nm_h15_1_ch1_70db,The young kid jumped the rusty gate.,"The young kid jumped the rusty gate.
",0.0,0.0
sim_pd04_habitual_nm_h15_3_ch1_70db,A salt pickle tastes fine with ham.,"The salt pickle tastes fine with ham.
",0.14285714285714285,0.08571428571428572
sim_oc16_habitual_nm_h2_3_ch1_70db,The source of the huge river is the clear spring.,"The source of the huge river is the clear spring.
",0.0,0.0
sim_oc07_habitual_nm_h12_10_ch1_70db,We find joy in the simplest things.,"We find joy in the simplest things.
",0.0,0.0
sim_oc16_habitual_nm_h2_10_ch1_70db,The girl at the booth sold fifty bonds.,"The girl at the booth sold 50 bonds.
",0.125,0.1282051282051282
sim_pd01_habitual_nm_h18_7_ch1_70db,The doctor cured him with these pills.,"The doctor cured him with these pills.
",0.0,0.0
sim_oc11_habitual_nm_h15_3_ch1_70db,A salt pickle tastes fine with ham.,"
",1.0,1.0
sim_pd04_habitual_nm_h15_5_ch1_70db,Those thistles bend in a high wind.,"Those thistles bend in a high wind.
",0.0,0.0
sim_oc04_habitual_nm_h15_4_ch1_70db,The just claim got the right verdict.,"The just claim got the right verdict.
",0.0,0.0
sim_pd09_habitual_nm_h14_1_ch1_70db,A cramp is no small danger on a swim.,"
",1.0,1.0
sim_oc09_habitual_nm_h14_6_ch1_70db,Bring your problems to the wise chief.,"
",1.0,1.0
sim_oc17_habitual_nm_h12_6_ch1_70db,He ordered peach pie with ice cream.,"He ordered Peach pie with ice cream.
",0.14285714285714285,0.027777777777777776
sim_pd05_habitual_nm_h2_6_ch1_70db,A pot of tea helps to pass the evening.,"Party health surpass the evening.
",0.7777777777777778,0.41025641025641024
sim_pd01_habitual_nm_h18_2_ch1_70db,The child almost hurt the small dog.,"A child almost hurt the small dog.
",0.14285714285714285,0.08333333333333333
sim_pd16_habitual_nm_h2_1_ch1_70db,The boy was there when the sun rose.,"The boy was there when the sun rose.
",0.0,0.0
sim_oc17_habitual_nm_h12_3_ch1_70db,The pennant waved when the wind blew.,"The Pennant waved when the wind blew.
",0.14285714285714285,0.02702702702702703
sim_pd12_habitual_nm_h10_3_ch1_70db,A pound of sugar costs more than eggs.,"A pound of sugar costs more than eggs.
",0.0,0.0
sim_oc17_habitual_nm_h12_10_ch1_70db,We find joy in the simplest things.,"We find joy in the simplest things.
",0.0,0.0
sim_pd05_habitual_nm_h2_3_ch1_70db,The source of the huge river is the clear spring.,"Source of the huge river is the clear spring.
",0.2,0.10204081632653061
sim_pd01_habitual_nm_h18_1_ch1_70db,Steam hissed from the broken valve.,"Steam hissed from the broken valve.
",0.0,0.0
sim_pd01_habitual_nm_h18_6_ch1_70db,Sunday is the best part of the week.,"Sunday is the best part of the week.
",0.0,0.0
sim_oc02_habitual_nm_h17_9_ch1_70db,A rag will soak up spilled water.,"He knew the skill of the great young actress.
",1.2857142857142858,1.0303030303030303
sim_oc08_habitual_nm_h14_10_ch1_70db,Port is a strong wine with a smoky taste.,"Port is a strong wine with a smoky taste.
",0.0,0.0
sim_pd04_habitual_nm_h15_7_ch1_70db,The tree top waved in a graceful way.,"The treetop waved in a graceful way.
",0.25,0.02702702702702703
sim_pd09_habitual_nm_h14_2_ch1_70db,He said the same phrase thirty times.,"He said the same phrase 30 times.
",0.14285714285714285,0.16216216216216217
sim_oc11_habitual_nm_h15_5_ch1_70db,Those thistles bend in a high wind.,"Those thistles bend in a high wind.
",0.0,0.0
sim_pd09_habitual_nm_h14_6_ch1_70db,Bring your problems to the wise chief.,"Bring your problems to the wise, chief.
",0.14285714285714285,0.02631578947368421
sim_pd15_habitual_nm_h15_5_ch1_70db,Those thistles bend in a high wind.,"Those thistles bend in a high wind.
",0.0,0.0
sim_oc06_habitual_nm_h16_5_ch1_70db,The urge to write short stories is rare.,"The urge to write short stories is rare.
",0.0,0.0
sim_pd04_habitual_nm_h15_6_ch1_70db,Pure bred poodles have curls.,"Purebred poodles have curls.
",0.4,0.034482758620689655
sim_oc04_habitual_nm_h15_5_ch1_70db,Those thistles bend in a high wind.,"Those thistles bend in a high wind.
",0.0,0.0
sim_pd09_habitual_nm_h14_4_ch1_70db,Two plus seven is less than ten.,"2 + 7 is less than 10.
",0.5714285714285714,0.46875
sim_pd06_habitual_nm_h16_5_ch1_70db,The urge to write short stories is rare.,"The urge to write short stories is rare.
",0.0,0.0
sim_pd14_habitual_nm_h18_4_ch1_70db,The sky that morning was clear and bright blue.,"The sky that morning was clear and bright blue.
",0.0,0.0
sim_pd06_habitual_nm_h16_7_ch1_70db,The pirates seized the crew of the lost ship.,"The Pirates seized the crew of the lost ship.
",0.1111111111111111,0.022222222222222223
sim_oc05_habitual_nm_h2_8_ch1_70db,The soft cushion broke the man's fall.,"The soft cushion broke the man's fall.
",0.0,0.0
sim_pd04_habitual_nm_h15_2_ch1_70db,Guess the result from the first scores.,"Guess the result from the first scores.
",0.0,0.0
sim_oc11_habitual_nm_h15_6_ch1_70db,Pure bred poodles have curls.,"Pure bred poodles have curls.
",0.0,0.0
sim_oc08_habitual_nm_h14_3_ch1_70db,Pluck the bright rose without leaves.,"Pluck the bright rose without leaves.
",0.0,0.0
sim_oc05_habitual_nm_h2_6_ch1_70db,A pot of tea helps to pass the evening.,"A pot of tea helps to pass the evening.
",0.0,0.0
sim_oc17_habitual_nm_h12_1_ch1_70db,The bark of the pine tree was shiny and dark.,"The bark of the pine tree was shiny and dark.
",0.0,0.0
sim_oc16_habitual_nm_h2_1_ch1_70db,The boy was there when the sun rose.,"The boy was there when the sun rose.
",0.0,0.0
sim_oc06_habitual_nm_h16_1_ch1_70db,The empty flask stood on the tin tray.,"
",1.0,1.0
sim_oc17_habitual_nm_h12_2_ch1_70db,Leaves turn brown and yellow in the fall.,"
",1.0,1.0
sim_pd14_habitual_nm_h18_10_ch1_70db,Add the store’s account to the last cent.,"Add the stores account to the last scent.
",0.25,0.04878048780487805
sim_pd16_habitual_nm_h2_2_ch1_70db,A rod is used to catch pink salmon.,"A rod is used to catch pink salmon.
",0.0,0.0
sim_oc17_habitual_nm_h12_4_ch1_70db,"Split the log with a quick, sharp blow.","Split the log with a quick sharp blow.
",0.125,0.02564102564102564
sim_pd05_habitual_nm_h2_10_ch1_70db,The girl at the booth sold fifty bonds.,"Girl with the booth sold 50 bonds.
",0.5,0.3333333333333333
sim_oc07_habitual_nm_h12_1_ch1_70db,The bark of the pine tree was shiny and dark.,"The bark of the pine tree was shiny and dark.
",0.0,0.0
sim_pd01_habitual_nm_h18_8_ch1_70db,The new girl was fired today at noon.,"The New Girl was fired today at noon.
",0.25,0.05405405405405406
sim_oc08_habitual_nm_h14_2_ch1_70db,He said the same phrase thirty times.,"He said the same phrase 30 times.
",0.14285714285714285,0.16216216216216217
sim_pd09_habitual_nm_h14_10_ch1_70db,Port is a strong wine with a smoky taste.,"Port is a strong wine with a smoky taste.
",0.0,0.0
sim_oc05_habitual_nm_h2_3_ch1_70db,The source of the huge river is the clear spring.,"The source of the huge river is the clear spring.
",0.0,0.0
sim_oc09_habitual_nm_h14_7_ch1_70db,Write a fond note to the friend you cherish.,"Write a fond note to the friends you cherish.
",0.1111111111111111,0.022727272727272728
sim_pd16_habitual_nm_h2_7_ch1_70db,Smoky fires lack flame and heat.,"Smoky fires lack flame and heat.
",0.0,0.0
sim_pd06_habitual_nm_h16_3_ch1_70db,He broke a new shoelace that day.,"He broke a new shoelace for that day.
",0.14285714285714285,0.12121212121212122
sim_pd11_habitual_nm_h15_7_ch1_70db,The tree top waved in a graceful way.,"The treetop waved in a graceful way.
",0.25,0.02702702702702703
sim_oc06_habitual_nm_h16_9_ch1_70db,She sewed the torn coat quite neatly.,"She sewed the torn coat quite neatly.
",0.0,0.0
sim_pd06_habitual_nm_h16_8_ch1_70db,We tried to replace the coin but failed.,"We tried to replace the coin but failed.
",0.0,0.0
sim_pd05_habitual_nm_h2_9_ch1_70db,The salt breeze came across from the sea.,"Salt Breeze came across the sea.
",0.5,0.2682926829268293
sim_oc02_habitual_nm_h17_2_ch1_70db,At that high level the air is pure.,"At that high level, the air is pure.
",0.125,0.02857142857142857
sim_pd12_habitual_nm_h10_6_ch1_70db,Bail the boat to stop it from sinking.,"Bail the boat to stop it from sinking.
",0.0,0.0
sim_pd12_habitual_nm_h10_2_ch1_70db,A wisp of cloud hung in the blue air.,"A wisp of cloud hung in the blue air.
",0.0,0.0
sim_pd14_habitual_nm_h18_6_ch1_70db,Sunday is the best part of the week.,"Sunday is the best part of the week.
",0.0,0.0
sim_oc09_habitual_nm_h14_4_ch1_70db,Two plus seven is less than ten.,"2 + 7 is less than 10.
",0.5714285714285714,0.46875
sim_pd05_habitual_nm_h2_4_ch1_70db,Kick the ball straight and follow through.,"Kick the ball straight and follow through.
",0.0,0.0
sim_pd14_habitual_nm_h18_8_ch1_70db,The new girl was fired today at noon.,"The New Girl was fired today at noon.
",0.25,0.05405405405405406
sim_pd04_habitual_nm_h15_4_ch1_70db,The just claim got the right verdict.,"That just claim got the right verdict.
",0.14285714285714285,0.05405405405405406
sim_pd08_habitual_nm_h14_7_ch1_70db,Write a fond note to the friend you cherish.,"Write a found node to the friend you cherish.
",0.2222222222222222,0.045454545454545456
sim_oc04_habitual_nm_h15_2_ch1_70db,Guess the result from the first scores.,"Guess the result from the first scores.
",0.0,0.0
sim_oc11_habitual_nm_h15_7_ch1_70db,The tree top waved in a graceful way.,"The treetop waved in a graceful way.
",0.25,0.02702702702702703
sim_pd15_habitual_nm_h15_8_ch1_70db,The spot on the blotter was made by green ink.,"The spot and the blotter was made by green ink.
",0.1,0.043478260869565216
sim_pd01_habitual_nm_h18_4_ch1_70db,The sky that morning was clear and bright blue.,"This guy that morning was clear and bright blue.
",0.2222222222222222,0.0851063829787234
sim_pd11_habitual_nm_h15_6_ch1_70db,Pure bred poodles have curls.,"Purebred poodles have curls.
",0.4,0.034482758620689655
sim_pd14_habitual_nm_h18_7_ch1_70db,The doctor cured him with these pills.,"The doctor cured him with these pills.
",0.0,0.0
sim_pd16_habitual_nm_h2_5_ch1_70db,Help the woman get back to her feet.,"Help the woman get back to her feet.
",0.0,0.0
sim_pd16_habitual_nm_h2_3_ch1_70db,The source of the huge river is the clear spring.,"
",1.0,1.0
sim_oc05_habitual_nm_h2_9_ch1_70db,The salt breeze came across from the sea.,"The salt breeze came from across the sea.
",0.25,0.1951219512195122
sim_oc17_habitual_nm_h12_8_ch1_70db,Hemp is a weed found in parts of the tropics.,"
",1.0,1.0
sim_oc02_habitual_nm_h17_8_ch1_70db,He knew the skill of the great young actress.,"The office paint was a dull, sad tan.
",1.0,0.7777777777777778
sim_pd15_habitual_nm_h15_4_ch1_70db,The just claim got the right verdict.,"That just claim got the right verdict.
",0.14285714285714285,0.05405405405405406
sim_oc02_habitual_nm_h17_1_ch1_70db,The jacket hung on the back of the wide chair.,"The jacket hung on the back of the white chair.
",0.1,0.043478260869565216
sim_oc11_habitual_nm_h15_9_ch1_70db,Mud was spattered on the front of his white shirt.,"Model was spattered on the front of his white shirt.
",0.1,0.06
sim_oc07_habitual_nm_h12_3_ch1_70db,The pennant waved when the wind blew.,"The Pennant waved when the wind blew.
",0.14285714285714285,0.02702702702702703
sim_pd01_habitual_nm_h18_10_r_ch1_70db,Add the store’s account to the last cent.,"Add the stores account to the last 7 cent.
",0.25,0.07317073170731707
sim_pd15_habitual_nm_h15_3_ch1_70db,A salt pickle tastes fine with ham.,"A salt pickle tastes fine with ham.
",0.0,0.0
sim_oc05_habitual_nm_h2_10_ch1_70db,The girl at the booth sold fifty bonds.,"The girl at the booth sold 50 bonds.
",0.125,0.1282051282051282
sim_pd14_habitual_nm_h18_1_ch1_70db,Steam hissed from the broken valve.,"Steam hissed from the broken valve.
",0.0,0.0
sim_oc08_habitual_nm_h14_5_ch1_70db,The glow deepened in the eyes of the sweet girl.,"The glow deepened in the eyes of the sweet girl.
",0.0,0.0
sim_oc05_habitual_nm_h2_5_ch1_70db,Help the woman get back to her feet.,"Help the woman get back to her feet.
",0.0,0.0
sim_oc06_habitual_nm_h16_6_ch1_70db,The pencils have all been used.,"The pencils have all been used.
",0.0,0.0
sim_pd08_habitual_nm_h14_6_ch1_70db,Bring your problems to the wise chief.,"Bring your problems to the wise, chief.
",0.14285714285714285,0.02631578947368421
sim_pd09_habitual_nm_h14_8_ch1_70db,Clothes and lodging are free to new men.,"Clothes and lodging are free to the new men.
",0.125,0.1
sim_pd14_habitual_nm_h18_2_ch1_70db,The child almost hurt the small dog.,"The child almost hurt the small dog.
",0.0,0.0
sim_oc07_habitual_nm_h12_5_ch1_70db,Burn peat after the logs give out.,"Burn peat after the logs give out.
",0.0,0.0
sim_pd01_habitual_nm_h18_3_ch1_70db,There was a sound of dry leaves outside.,"There was a sound of dry leaves outside.
",0.0,0.0
sim_pd16_habitual_nm_h2_4_ch1_70db,Kick the ball straight and follow through.,"Kick the ball straight and follow through.
",0.0,0.0
sim_oc07_habitual_nm_h12_8_ch1_70db,Hemp is a weed found in parts of the tropics.,"Hemp is a weed found in parts of the tropics.
",0.0,0.0
sim_oc06_habitual_nm_h16_4_ch1_70db,The coffee stand is too high for the couch.,"The coffee stand is too high for the couch.
",0.0,0.0
sim_oc08_habitual_nm_h14_6_ch1_70db,Bring your problems to the wise chief.,"Bring your problems to the wise, chief.
",0.14285714285714285,0.02631578947368421
sim_oc16_habitual_nm_h2_8_ch1_70db,The soft cushion broke the man's fall.,"The soft cushion broke the man's fall.
",0.0,0.0
sim_pd08_habitual_nm_h14_5_ch1_70db,The glow deepened in the eyes of the sweet girl.,"The glow deepened in the eyes of the sweet girl.
",0.0,0.0
sim_oc08_habitual_nm_h14_1_ch1_70db,A cramp is no small danger on a swim.,"A cramp is no small danger on a swim.
",0.0,0.0
sim_pd09_habitual_nm_h14_7_ch1_70db,Write a fond note to the friend you cherish.,"Write a fun note to a friend you cherish.
",0.2222222222222222,0.11363636363636363
sim_oc07_habitual_nm_h12_6_ch1_70db,He ordered peach pie with ice cream.,"He ordered Peach pie with ice cream.
",0.14285714285714285,0.027777777777777776
sim_pd11_habitual_nm_h15_2_ch1_70db,Guess the result from the first scores.,"Guess the result from the first scores.
",0.0,0.0
sim_pd16_habitual_nm_h2_8_ch1_70db,The soft cushion broke the man's fall.,"The soft cushion broke the man's fall.
",0.0,0.0
sim_oc06_habitual_nm_h16_10_ch1_70db,The sofa cushion is red and of light weight.,"The SOFA cushion is red and of light weight.
",0.1111111111111111,0.09090909090909091
sim_oc09_habitual_nm_h14_9_ch1_70db,We frown when events take a bad turn.,"We frown when events take a bad turn.
",0.0,0.0
sim_pd14_habitual_nm_h18_5_ch1_70db,Torn scraps littered the stone floor.,"Torn scraps littered the stone floor.
",0.0,0.0
sim_oc02_habitual_nm_h17_10_ch1_70db,A shower of dirt fell from the hot pipes.,"A rag will soak up spilled water.
",0.8888888888888888,0.7317073170731707
sim_pd11_habitual_nm_h15_5_ch1_70db,Those thistles bend in a high wind.,"Those thistles bend in high in high wind.
",0.2857142857142857,0.2
sim_pd12_habitual_nm_h10_5_ch1_70db,The play seems dull and quite stupid.,"The place seems dull and quite stupid.
",0.14285714285714285,0.05405405405405406
sim_pd15_habitual_nm_h15_10_ch1_70db,The cigar burned a hole in the desk top.,"The cigar burned a hole in the desktop.
",0.2222222222222222,0.025
sim_pd05_habitual_nm_h2_8_ch1_70db,The soft cushion broke the man's fall.,"Soft cushion broke the man's fall.
",0.2857142857142857,0.13157894736842105
sim_pd04_habitual_nm_h15_10_ch1_70db,The cigar burned a hole in the desk top.,"The cigar burned a hole in the desktop.
",0.2222222222222222,0.025
sim_oc09_habitual_nm_h14_8_ch1_70db,Clothes and lodging are free to new men.,"Clothes and lodging are free to new men.
",0.0,0.0
sim_pd06_habitual_nm_h16_9_ch1_70db,She sewed the torn coat quite neatly.,"She sold the torn coat quite neatly.
",0.14285714285714285,0.08108108108108109
sim_pd11_habitual_nm_h15_1_ch1_70db,The young kid jumped the rusty gate.,"
",1.0,1.0
sim_pd01_habitual_nm_h18_9_ch1_70db,They felt gay when the ship arrived in port.,"They felt gay when the ship arrived in port.
",0.0,0.0
sim_pd16_habitual_nm_h2_10_ch1_70db,The girl at the booth sold fifty bonds.,"The girl at the booth sold 50 bonds.
",0.125,0.1282051282051282
sim_oc09_habitual_nm_h14_1_ch1_70db,A cramp is no small danger on a swim.,"A cramp is no small danger on a swim.
",0.0,0.0
sim_oc04_habitual_nm_h15_7_ch1_70db,The tree top waved in a graceful way.,"The treetop waved in a graceful way.
",0.25,0.02702702702702703
sim_oc16_habitual_nm_h2_2_ch1_70db,A rod is used to catch pink salmon.,"A ride is used to catch pink salmon.
",0.125,0.05714285714285714
sim_pd09_habitual_nm_h14_3_ch1_70db,Pluck the bright rose without leaves.,"Pluck the bright rows without leaves.
",0.16666666666666666,0.05405405405405406
sim_pd08_habitual_nm_h14_10_ch1_70db,Port is a strong wine with a smoky taste.,"Port is a strong wine with the smoky taste.
",0.1111111111111111,0.07317073170731707
sim_pd05_habitual_nm_h2_5_ch1_70db,Help the woman get back to her feet.,"And the woman get back to her feet.
",0.125,0.1111111111111111
sim_oc09_habitual_nm_h14_3_ch1_70db,Pluck the bright rose without leaves.,"Pluck the bright rolls without leaves.
",0.16666666666666666,0.08108108108108109
sim_oc05_habitual_nm_h2_2_ch1_70db,A rod is used to catch pink salmon.,"A rod is used to catch pink salmon.
",0.0,0.0
sim_oc04_habitual_nm_h15_3_ch1_70db,A salt pickle tastes fine with ham.,"A salt pickle tastes fine with ham.
",0.0,0.0
sim_oc17_habitual_nm_h12_5_ch1_70db,Burn peat after the logs give out.,"Burned peat after the logs give out.
",0.14285714285714285,0.058823529411764705
sim_pd06_habitual_nm_h16_10_ch1_70db,The sofa cushion is red and of light weight.,"The SOFA cushion is red and of lightweight.
",0.3333333333333333,0.11363636363636363
sim_pd01_habitual_nm_h18_5_ch1_70db,Torn scraps littered the stone floor.,"Torn scraps littered the stone floor.
",0.0,0.0
sim_oc07_habitual_nm_h12_2_ch1_70db,Leaves turn brown and yellow in the fall.,"Leaves turn brown and yellow in the fall.
",0.0,0.0
sim_oc08_habitual_nm_h14_7_ch1_70db,Write a fond note to the friend you cherish.,"Write a fond note to the friend you cherish.
",0.0,0.0
sim_oc08_habitual_nm_h14_4_ch1_70db,Two plus seven is less than ten.,"2 + 7 is less than 10.
",0.5714285714285714,0.46875
sim_oc08_habitual_nm_h14_9_ch1_70db,We frown when events take a bad turn.,"We frown when events take a bad turn.
",0.0,0.0
