wavfile,ground_truth,ASR_recognition,wer,cer,sdr,sir,sar
sim_NM_na_babble_oc06_h16_10,The sofa cushion is red and of light weight.,Christian in the red and white.,0.7777777777777778,0.5909090909090909,[-25.26954597],[inf],[-25.26954597]
sim_NM_amp_babble_pd09_h14_1,A cramp is no small danger on a swim.,printer is no small dangers comma swear.,0.6666666666666666,0.3783783783783784,[-22.08851254],[inf],[-22.08851254]
sim_NM_amp_babble_oc05_h2_2,A rod is used to catch pink salmon.,I rod is used to catch pink salmon.,0.125,0.02857142857142857,[-18.56998711],[inf],[-18.56998711]
sim_NM_amp_babble_oc06_h16_10,The sofa cushion is red and of light weight.,the sofa cushion is red N. of light weight.,0.2222222222222222,0.09090909090909091,[-25.11773994],[inf],[-25.11773994]
sim_NM_amp_babble_oc04_h15_7,The tree top waved in a graceful way.,the treetop waved in a graceful way.,0.375,0.05405405405405406,[-22.67251596],[inf],[-22.67251596]
sim_NM_amp_babble_oc16_h2_8,The soft cushion broke the man's fall.,the soft cushion broke the man's fall.,0.14285714285714285,0.02631578947368421,[-29.46933663],[inf],[-29.46933663]
sim_NM_amp_babble_oc17_h12_10,We find joy in the simplest things.,we find joy in the simplest thing.,0.2857142857142857,0.05714285714285714,[-22.84002273],[inf],[-22.84002273]
sim_NM_na_babble_pd15_h15_4,The just claim got the right verdict.,we find joy in the simplest thing.,0.8571428571428571,0.7027027027027027,[-21.7852677],[inf],[-21.7852677]
sim_NM_na_babble_pd14_h18_2,The child almost hurt the small dog.,child.,1.0,0.8333333333333334,[-24.85837797],[inf],[-24.85837797]
sim_NM_na_babble_oc06_h16_8,We tried to replace the coin but failed.,try to replace.,0.875,0.65,[-24.68123123],[inf],[-24.68123123]
sim_NM_na_babble_pd01_h18_5,Torn scraps littered the stone floor.,try to replace.,1.0,0.7837837837837838,[-26.28952755],[inf],[-26.28952755]
sim_NM_na_babble_oc04_h15_7,The tree top waved in a graceful way.,three times and leave recently.,1.0,0.6216216216216216,[-24.4801434],[inf],[-24.4801434]
sim_NM_na_babble_oc02_h17_3,Drop the two when you add the figures.,two.,1.0,0.8947368421052632,[-26.40225601],[inf],[-26.40225601]
sim_NM_amp_babble_oc02_h17_8,He knew the skill of the great young actress.,the office paint was a doll Santana.,0.8888888888888888,0.7333333333333333,[-25.81952157],[inf],[-25.81952157]
sim_NM_amp_babble_pd16_h2_3,The source of the huge river is the clear spring.,the source of the huge river is a clear spring.,0.2,0.08163265306122448,[-28.61567353],[inf],[-28.61567353]
sim_NM_amp_babble_pd14_h18_10,Add the store’s account to the last cent.,and the stores account to the last cents.,0.375,0.0975609756097561,[-27.49753815],[inf],[-27.49753815]
sim_NM_na_babble_pd11_h15_2,Guess the result from the first scores.,four.,1.0,0.8974358974358975,[-25.25053601],[inf],[-25.25053601]
sim_NM_na_babble_pd11_h15_5,Those thistles bend in a high wind.,four.,1.0,0.9428571428571428,[-26.46408238],[inf],[-26.46408238]
sim_NM_amp_babble_pd06_h16_2,A speedy man can beat this track mark.,let's create a man can be tracked mark.,0.75,0.5263157894736842,[-26.3913201],[inf],[-26.3913201]
sim_NM_na_babble_oc07_h12_5,Burn peat after the logs give out.,after the one.,0.7142857142857143,0.6176470588235294,[-24.15420592],[inf],[-24.15420592]
sim_NM_na_babble_pd11_h15_6,Pure bred poodles have curls.,after the one.,1.0,0.7586206896551724,[-24.01884727],[inf],[-24.01884727]
sim_NM_amp_babble_pd11_h15_2,Guess the result from the first scores.,this results in the first course.,0.7142857142857143,0.4358974358974359,[-27.59940842],[inf],[-27.59940842]
sim_NM_na_babble_oc17_h12_10,We find joy in the simplest things.,find your.,0.8571428571428571,0.8,[-21.93463869],[inf],[-21.93463869]
sim_NM_amp_babble_oc04_h15_1,The young kid jumped the rusty gate.,the young kids jumped the rusty gate.,0.2857142857142857,0.05555555555555555,[-22.69627662],[inf],[-22.69627662]
sim_NM_amp_babble_pd04_h15_8,The spot on the blotter was made by green ink.,spot on the water was million bakery near.,0.6,0.5,[-22.41834565],[inf],[-22.41834565]
sim_NM_amp_babble_pd12_h10_3,A pound of sugar costs more than eggs.,pound of sugar cost more than a.,0.375,0.18421052631578946,[-23.48806981],[inf],[-23.48806981]
sim_NM_na_babble_oc02_h17_6,Wood is best for making toys and blocks.,what is best for me.,0.625,0.625,[-22.6605571],[inf],[-22.6605571]
sim_NM_na_babble_oc17_h12_9,A lame back kept his score low.,what is best for me.,1.0,0.6774193548387096,[-25.63496648],[inf],[-25.63496648]
sim_NM_na_babble_pd01_h18_7,The doctor cured him with these pills.,what is best for me.,1.0,0.7894736842105263,[-23.57978189],[inf],[-23.57978189]
sim_NM_na_babble_oc11_h15_6,Pure bred poodles have curls.,work right.,1.0,0.8275862068965517,[-21.88379162],[inf],[-21.88379162]
sim_NM_na_babble_oc05_h2_9,The salt breeze came across from the sea.,Greenstein.,1.0,0.8292682926829268,[-24.92355217],[inf],[-24.92355217]
sim_NM_amp_babble_pd01_h18_5,Torn scraps littered the stone floor.,transcription %HESITATION the stone floor.,0.5,0.5405405405405406,[-20.80650047],[inf],[-20.80650047]
sim_NM_na_babble_oc08_h14_5,The glow deepened in the eyes of the sweet girl.,the proceeds and Z. I.,0.9,0.75,[-24.58920724],[inf],[-24.58920724]
sim_NM_amp_babble_oc09_h14_8,Clothes and lodging are free to new men.,closing lodging are free to new mail.,0.375,0.25,[-22.99603212],[inf],[-22.99603212]
sim_NM_na_babble_oc11_h15_3,A salt pickle tastes fine with ham.,salt six oh three five.,0.8571428571428571,0.6,[-23.73450766],[inf],[-23.73450766]
sim_NM_amp_babble_oc07_h12_2,Leaves turn brown and yellow in the fall.,please turn brown and yellow in the fall.,0.125,0.0975609756097561,[-18.23046225],[inf],[-18.23046225]
sim_NM_na_babble_oc11_h15_4,The just claim got the right verdict.,close planes got the right.,0.7142857142857143,0.5135135135135135,[-25.77771167],[inf],[-25.77771167]
sim_NM_amp_babble_pd15_h15_6,Pure bred poodles have curls.,zero read portals have curls.,0.6,0.3103448275862069,[-23.39186073],[inf],[-23.39186073]
sim_NM_amp_babble_pd04_h15_2,Guess the result from the first scores.,I guess the results from this for scores.,0.7142857142857143,0.23076923076923078,[-26.37297947],[inf],[-26.37297947]
sim_NM_na_babble_oc09_h14_6,Bring your problems to the wise chief.,problem.,1.0,0.7894736842105263,[-24.06842324],[inf],[-24.06842324]
sim_NM_na_babble_oc09_h14_3,Pluck the bright rose without leaves.,right.,1.0,0.8378378378378378,[-26.29434724],[inf],[-26.29434724]
sim_NM_amp_babble_pd04_h15_3,A salt pickle tastes fine with ham.,soft pickle tastes fine with ham.,0.2857142857142857,0.11428571428571428,[-27.65363704],[inf],[-27.65363704]
sim_NM_na_babble_pd15_h15_1,The young kid jumped the rusty gate.,soft pickle tastes fine with ham.,1.0,0.75,[-24.94182438],[inf],[-24.94182438]
sim_NM_na_babble_pd08_h14_9,We frown when events take a bad turn.,six of red.,1.0,0.8648648648648649,[-26.04357952],[inf],[-26.04357952]
sim_NM_amp_babble_oc11_h15_8,The spot on the blotter was made by green ink.,spot in the cloud water was made by grand.,0.6,0.3695652173913043,[-26.53276233],[inf],[-26.53276233]
sim_NM_amp_babble_oc16_h2_4,Kick the ball straight and follow through.,six the ball straight and follow through.,0.14285714285714285,0.07142857142857142,[-20.23783509],[inf],[-20.23783509]
sim_NM_amp_babble_pd14_h18_7,The doctor cured him with these pills.,the doctor Kerr him with the cell.,0.5714285714285714,0.2631578947368421,[-22.85266354],[inf],[-22.85266354]
sim_NM_amp_babble_pd11_h15_1,The young kid jumped the rusty gate.,the young kids show threats to get.,0.8571428571428571,0.4444444444444444,[-21.35493414],[inf],[-21.35493414]
sim_NM_na_babble_oc16_h2_7,Smoky fires lack flame and heat.,four years.,1.0,0.8125,[-27.18799695],[inf],[-27.18799695]
sim_NM_na_babble_oc16_h2_2,A rod is used to catch pink salmon.,five.,1.0,0.9142857142857143,[-24.73374785],[inf],[-24.73374785]
sim_NM_amp_babble_oc06_h16_5,The urge to write short stories is rare.,the urge to write short stories is rare.,0.125,0.025,[-24.36078863],[inf],[-24.36078863]
sim_NM_na_babble_pd08_h14_7,Write a fond note to the friend you cherish.,three.,1.0,0.8636363636363636,[-26.60965558],[inf],[-26.60965558]
sim_NM_na_babble_pd01_h18_10_r,Add the store’s account to the last cent.,three.,1.0,0.8536585365853658,[-22.2491172],[inf],[-22.2491172]
sim_NM_na_babble_pd12_h10_9,Ten pins were set in order.,three.,1.0,0.8518518518518519,[-25.30840322],[inf],[-25.30840322]
sim_NM_amp_babble_oc02_h17_2,At that high level the air is pure.,at that high level the error is pure.,0.25,0.14285714285714285,[-22.21629826],[inf],[-22.21629826]
sim_NM_amp_babble_pd09_h14_5,The glow deepened in the eyes of the sweet girl.,hello deep and in the eyes of the sweet girl.,0.3,0.14583333333333334,[-24.41332334],[inf],[-24.41332334]
sim_NM_amp_babble_pd04_h15_4,The just claim got the right verdict.,just cleaned up the rate for.,0.7142857142857143,0.5675675675675675,[-26.87809797],[inf],[-26.87809797]
sim_NM_amp_babble_pd06_h16_10,The sofa cushion is red and of light weight.,so for Christmas read enough light weight.,0.7777777777777778,0.45454545454545453,[-28.65094784],[inf],[-28.65094784]
sim_NM_amp_babble_pd12_h10_10,The bill was paid every third week.,bill was paid every third.,0.42857142857142855,0.2571428571428571,[-29.70813813],[inf],[-29.70813813]
sim_NM_amp_babble_pd06_h16_7,The pirates seized the crew of the lost ship.,the card to the crew of lost.,0.6666666666666666,0.4888888888888889,[-24.26961053],[inf],[-24.26961053]
sim_NM_amp_babble_oc04_h15_4,The just claim got the right verdict.,the just claim got the right verdict.,0.14285714285714285,0.02702702702702703,[-26.40793808],[inf],[-26.40793808]
sim_NM_na_babble_pd06_h16_4,The coffee stand is too high for the couch.,the just claim got the right verdict.,1.0,0.6511627906976745,[-23.01163728],[inf],[-23.01163728]
sim_NM_amp_babble_oc06_h16_1,The empty flask stood on the tin tray.,the M. C. flask was did on the ten tray.,0.75,0.3157894736842105,[-29.76448789],[inf],[-29.76448789]
sim_NM_amp_babble_pd06_h16_8,We tried to replace the coin but failed.,tried to replace the coin but failed.,0.125,0.075,[-23.0167515],[inf],[-23.0167515]
sim_NM_amp_babble_oc16_h2_1,The boy was there when the sun rose.,the boy was there when the sun rose.,0.125,0.027777777777777776,[-25.89608269],[inf],[-25.89608269]
sim_NM_amp_babble_oc07_h12_9,A lame back kept his score low.,pulling back kept his score is low.,0.42857142857142855,0.2903225806451613,[-26.18328714],[inf],[-26.18328714]
sim_NM_na_babble_pd06_h16_5,The urge to write short stories is rare.,here's to write.,0.875,0.7,[-25.36033531],[inf],[-25.36033531]
sim_NM_amp_babble_oc17_h12_9,A lame back kept his score low.,Alain backup to score a little.,1.0,0.5483870967741935,[-21.62205627],[inf],[-21.62205627]
sim_NM_na_babble_oc09_h14_10,Port is a strong wine with a smoky taste.,four nine one.,1.0,0.7560975609756098,[-23.37622519],[inf],[-23.37622519]
sim_NM_amp_babble_oc11_h15_2,Guess the result from the first scores.,I guess the results from the first course.,0.5714285714285714,0.20512820512820512,[-28.02319117],[inf],[-28.02319117]
sim_NM_amp_babble_pd09_h14_3,Pluck the bright rose without leaves.,**** the bread rolls would probably.,0.8333333333333334,0.6486486486486487,[-23.68033627],[inf],[-23.68033627]
sim_NM_amp_babble_pd01_h18_3,There was a sound of dry leaves outside.,who is the founder Dr leaves outside.,0.75,0.375,[-19.04545328],[inf],[-19.04545328]
sim_NM_amp_babble_oc02_h17_10,A shower of dirt fell from the hot pipes.,Iran will soak up spilled water.,1.0,0.7804878048780488,[-21.0231774],[inf],[-21.0231774]
sim_NM_amp_babble_pd09_h14_8,Clothes and lodging are free to new men.,close and lodging are free to.,0.5,0.3,[-25.09170505],[inf],[-25.09170505]
sim_NM_na_babble_pd12_h10_2,A wisp of cloud hung in the blue air.,error.,1.0,0.918918918918919,[-24.5184421],[inf],[-24.5184421]
sim_NM_amp_babble_pd06_h16_9,She sewed the torn coat quite neatly.,she Salvatore call quite.,1.0,0.5945945945945946,[-28.92036612],[inf],[-28.92036612]
sim_NM_amp_babble_pd16_h2_5,Help the woman get back to her feet.,help the women get back to her feet.,0.25,0.05555555555555555,[-25.02709297],[inf],[-25.02709297]
sim_NM_amp_babble_oc08_h14_1,A cramp is no small danger on a swim.,I cramp is no small danger on a swim.,0.1111111111111111,0.02702702702702703,[-28.35756477],[inf],[-28.35756477]
sim_NM_na_babble_pd06_h16_3,He broke a new shoelace that day.,I cramp is no small danger on a swim.,1.2857142857142858,0.7878787878787878,[-20.25386183],[inf],[-20.25386183]
sim_NM_amp_babble_pd04_h15_5,Those thistles bend in a high wind.,well specials Brandon hi when.,1.0,0.6857142857142857,[-26.38913943],[inf],[-26.38913943]
sim_NM_na_babble_oc08_h14_1,A cramp is no small danger on a swim.,the crap.,1.0,0.8918918918918919,[-24.63882578],[inf],[-24.63882578]
sim_NM_amp_babble_oc16_h2_6,A pot of tea helps to pass the evening.,hi this T. helps to pass the evening.,0.4444444444444444,0.2564102564102564,[-32.8003062],[inf],[-32.8003062]
sim_NM_amp_babble_oc02_h17_3,Drop the two when you add the figures.,drop the two when you add the figures.,0.125,0.02631578947368421,[-27.77144059],[inf],[-27.77144059]
sim_NM_na_babble_oc16_h2_10,The girl at the booth sold fifty bonds.,drop the two when you add the figures.,1.0,0.7692307692307693,[-28.68652361],[inf],[-28.68652361]
sim_NM_amp_babble_oc17_h12_4,"Split the log with a quick, sharp blow.",what's the log with a quick sure.,0.5,0.38461538461538464,[-28.32388],[inf],[-28.32388]
sim_NM_na_babble_oc09_h14_8,Clothes and lodging are free to new men.,what's the log with a quick sure.,1.0,0.7,[-24.98507335],[inf],[-24.98507335]
sim_NM_na_babble_pd16_h2_5,Help the woman get back to her feet.,help the women get back to.,0.625,0.3055555555555556,[-26.10727958],[inf],[-26.10727958]
sim_NM_amp_babble_pd15_h15_5,Those thistles bend in a high wind.,this is Brandon a high wind.,0.5714285714285714,0.4,[-25.75264973],[inf],[-25.75264973]
sim_NM_amp_babble_pd14_h18_9,They felt gay when the ship arrived in port.,they sell the date when this ship arrived in for.,0.6666666666666666,0.29545454545454547,[-27.89324286],[inf],[-27.89324286]
sim_NM_na_babble_oc07_h12_4,"Split the log with a quick, sharp blow.",list of all.,1.0,0.7692307692307693,[-22.93651962],[inf],[-22.93651962]
sim_NM_na_babble_oc07_h12_6,He ordered peach pie with ice cream.,he ordered.,1.0,0.7222222222222222,[-22.3619052],[inf],[-22.3619052]
sim_NM_amp_babble_pd16_h2_2,A rod is used to catch pink salmon.,R. rod is used to catch pink salmon.,0.125,0.05714285714285714,[-24.35810242],[inf],[-24.35810242]
sim_NM_na_babble_pd05_h2_9,The salt breeze came across from the sea.,R. rod is used to catch pink salmon.,1.0,0.8048780487804879,[-21.84813204],[inf],[-21.84813204]
sim_NM_amp_babble_oc08_h14_7,Write a fond note to the friend you cherish.,right find notes to the friend you cherish.,0.4444444444444444,0.1590909090909091,[-23.16306574],[inf],[-23.16306574]
sim_NM_amp_babble_pd12_h10_8,A Tusk is used to make costly gifts.,test is used very costly gives.,0.625,0.3888888888888889,[-21.77028922],[inf],[-21.77028922]
sim_NM_amp_babble_oc02_h17_9,A rag will soak up spilled water.,he knew the skill of the great young actress.,1.2857142857142858,1.0303030303030303,[-23.28126673],[inf],[-23.28126673]
sim_NM_na_babble_oc08_h14_4,Two plus seven is less than ten.,seven months and.,0.8571428571428571,0.65625,[-24.49068642],[inf],[-24.49068642]
sim_NM_na_babble_oc08_h14_6,Bring your problems to the wise chief.,bring your problem in the line.,0.7142857142857143,0.3157894736842105,[-27.09725501],[inf],[-27.09725501]
sim_NM_amp_babble_pd11_h15_5,Those thistles bend in a high wind.,close this is Brandon are you aware.,1.0,0.5714285714285714,[-26.55579716],[inf],[-26.55579716]
sim_NM_na_babble_pd12_h10_7,The term ended in late june that year.,your.,1.0,0.9210526315789473,[-24.56100826],[inf],[-24.56100826]
sim_NM_na_babble_oc02_h17_2,At that high level the air is pure.,hi.,1.0,0.9142857142857143,[-24.59166813],[inf],[-24.59166813]
sim_NM_na_babble_oc04_h15_6,Pure bred poodles have curls.,your bread.,1.0,0.7586206896551724,[-26.50489701],[inf],[-26.50489701]
sim_NM_amp_babble_oc11_h15_7,The tree top waved in a graceful way.,the treetop wait in a graceful way.,0.5,0.13513513513513514,[-25.51076876],[inf],[-25.51076876]
sim_NM_na_babble_oc06_h16_6,The pencils have all been used.,turn it off.,1.0,0.8709677419354839,[-24.02056892],[inf],[-24.02056892]
sim_NM_amp_babble_pd09_h14_9,We frown when events take a bad turn.,C. from one of his parents take a better turn.,0.875,0.5135135135135135,[-22.13178031],[inf],[-22.13178031]
sim_NM_na_babble_oc04_h15_8,The spot on the blotter was made by green ink.,five eight.,1.0,0.8913043478260869,[-25.15099401],[inf],[-25.15099401]
sim_NM_na_babble_pd12_h10_3,A pound of sugar costs more than eggs.,five eight.,1.0,0.868421052631579,[-22.58931206],[inf],[-22.58931206]
sim_NM_na_babble_pd01_h18_8,The new girl was fired today at noon.,five eight.,1.0,0.8378378378378378,[-26.10667799],[inf],[-26.10667799]
sim_NM_na_babble_oc08_h14_8,Clothes and lodging are free to new men.,close and %HESITATION three men.,0.75,0.6,[-26.39073885],[inf],[-26.39073885]
sim_NM_na_babble_pd15_h15_2,Guess the result from the first scores.,close and %HESITATION three men.,1.0,0.7435897435897436,[-27.15100196],[inf],[-27.15100196]
sim_NM_na_babble_oc06_h16_4,The coffee stand is too high for the couch.,and hi.,1.0,0.8372093023255814,[-24.06475252],[inf],[-24.06475252]
sim_NM_na_babble_oc07_h12_9,A lame back kept his score low.,nine six.,1.0,0.8709677419354839,[-21.81626342],[inf],[-21.81626342]
sim_NM_na_babble_pd01_h18_4,The sky that morning was clear and bright blue.,nine six.,1.0,0.851063829787234,[-26.74674753],[inf],[-26.74674753]
sim_NM_amp_babble_oc04_h15_3,A salt pickle tastes fine with ham.,A. salt pickle tastes fine with ham.,0.14285714285714285,0.02857142857142857,[-28.00011174],[inf],[-28.00011174]
sim_NM_na_babble_oc08_h14_3,Pluck the bright rose without leaves.,the price.,0.8333333333333334,0.7837837837837838,[-22.31090753],[inf],[-22.31090753]
sim_NM_amp_babble_oc09_h14_4,Two plus seven is less than ten.,two plus seven is less than ten.,0.14285714285714285,0.03125,[-22.74741028],[inf],[-22.74741028]
sim_NM_amp_babble_pd16_h2_4,Kick the ball straight and follow through.,pick the ball straight and follow through.,0.14285714285714285,0.023809523809523808,[-27.21144019],[inf],[-27.21144019]
sim_NM_na_babble_pd15_h15_3,A salt pickle tastes fine with ham.,pick the ball straight and follow through.,1.0,0.8571428571428571,[-26.07976469],[inf],[-26.07976469]
sim_NM_na_babble_oc02_h17_8,He knew the skill of the great young actress.,one of the dollars.,0.7777777777777778,0.6666666666666666,[-27.13982982],[inf],[-27.13982982]
sim_NM_na_babble_oc16_h2_8,The soft cushion broke the man's fall.,one of the dollars.,0.8571428571428571,0.7105263157894737,[-25.76657363],[inf],[-25.76657363]
sim_NM_amp_babble_pd09_h14_7,Write a fond note to the friend you cherish.,Greater fine no to a friend you cherish.,0.5555555555555556,0.2727272727272727,[-24.73580937],[inf],[-24.73580937]
sim_NM_na_babble_pd11_h15_4,The just claim got the right verdict.,three three.,1.0,0.8108108108108109,[-25.34695109],[inf],[-25.34695109]
sim_NM_na_babble_oc08_h14_7,Write a fond note to the friend you cherish.,right on north cherry.,1.0,0.6363636363636364,[-25.9445229],[inf],[-25.9445229]
sim_NM_na_babble_pd11_h15_1,The young kid jumped the rusty gate.,right on north cherry.,1.0,0.75,[-24.06573391],[inf],[-24.06573391]
sim_NM_amp_babble_oc16_h2_5,Help the woman get back to her feet.,help the women get back to her feet.,0.25,0.05555555555555555,[-26.12816861],[inf],[-26.12816861]
sim_NM_na_babble_oc09_h14_1,A cramp is no small danger on a swim.,create small dangerous.,0.8888888888888888,0.5135135135135135,[-23.16425069],[inf],[-23.16425069]
sim_NM_na_babble_oc17_h12_6,He ordered peach pie with ice cream.,what is.,1.0,0.8611111111111112,[-22.24172468],[inf],[-22.24172468]
sim_NM_amp_babble_pd05_h2_1,The boy was there when the sun rose.,hello is there when the sun rose.,0.375,0.16666666666666666,[-25.75155048],[inf],[-25.75155048]
sim_NM_na_babble_oc06_h16_7,The pirates seized the crew of the lost ship.,hi Rick.,1.0,0.8666666666666667,[-27.21200832],[inf],[-27.21200832]
sim_NM_na_babble_pd14_h18_3,There was a sound of dry leaves outside.,hi Rick.,1.0,0.9,[-21.44543957],[inf],[-21.44543957]
sim_NM_na_babble_pd04_h15_3,A salt pickle tastes fine with ham.,hi Rick.,1.0,0.8571428571428571,[-24.41535846],[inf],[-24.41535846]
