wavfile,ground_truth,ASR_recognition,wer,cer,pesq
sim_NM_na_babble_oc06_h16_8,We tried to replace the coin but failed.,"You tried to replace the coin, but failed.",0.25,0.1,1.0278834104537964
sim_NM_na_babble_pd01_h18_5,Torn scraps littered the stone floor.,Minecraft flooded the solar power.,0.8333333333333334,0.5675675675675675,1.0255368947982788
sim_NM_na_babble_oc04_h15_7,The tree top waved in a graceful way.,The treetop waved in a graceful way.,0.25,0.02702702702702703,1.029003381729126
sim_NM_na_babble_oc02_h17_3,Drop the two when you add the figures.,Drop the two when you add the figures.,0.0,0.0,1.034923791885376
sim_NM_amp_babble_oc02_h17_8,He knew the skill of the great young actress.,.,1.0,0.9777777777777777,1.0316047668457031
sim_NM_amp_babble_pd16_h2_3,The source of the huge river is the clear spring.,The source of the huge river is the clear spring.,0.0,0.0,1.032736897468567
sim_NM_amp_babble_pd14_h18_10,Add the store’s account to the last cent.,Add the stores account to the last sent.,0.25,0.04878048780487805,1.0360004901885986
sim_NM_na_babble_pd11_h15_2,Guess the result from the first scores.,Guess the result from the first scores.,0.0,0.0,1.0318212509155273
sim_NM_na_babble_pd11_h15_5,Those thistles bend in a high wind.,Those thistles bend in high in high demand.,0.42857142857142855,0.3142857142857143,1.0252106189727783
sim_NM_amp_babble_pd06_h16_2,A speedy man can beat this track mark.,Speedy man can be his this track marker.,0.625,0.23684210526315788,1.0212316513061523
sim_NM_na_babble_oc07_h12_5,Burn peat after the logs give out.,Burnt Peak after the logs give up.,0.42857142857142855,0.14705882352941177,1.0249015092849731
sim_NM_na_babble_pd11_h15_6,Pure bred poodles have curls.,Curls.,1.0,0.8275862068965517,1.0467755794525146
sim_NM_amp_babble_pd11_h15_2,Guess the result from the first scores.,Guess the result from the first scores.,0.0,0.0,1.0416101217269897
sim_NM_na_babble_oc17_h12_10,We find joy in the simplest things.,We find joy in the simplest things.,0.0,0.0,1.0238091945648193
sim_NM_amp_babble_oc04_h15_1,The young kid jumped the rusty gate.,The young kid jumped the rusty gate.,0.0,0.0,1.0348336696624756
sim_NM_amp_babble_pd04_h15_8,The spot on the blotter was made by green ink.,Spread on the bladder was made by green ink.,0.3,0.2391304347826087,1.0311448574066162
sim_NM_amp_babble_pd12_h10_3,A pound of sugar costs more than eggs.,Pound of sugar cost more than eggs.,0.375,0.10526315789473684,1.0367802381515503
sim_NM_na_babble_oc02_h17_6,Wood is best for making toys and blocks.,What is best for making toys and blocks.,0.125,0.075,1.0333131551742554
sim_NM_na_babble_oc17_h12_9,A lame back kept his score low.,Pulling back kept his score low.,0.2857142857142857,0.1935483870967742,1.0258374214172363
sim_NM_na_babble_pd01_h18_7,The doctor cured him with these pills.,Doctor drew him with these pills.,0.42857142857142855,0.21052631578947367,1.0364810228347778
sim_NM_na_babble_oc11_h15_6,Pure bred poodles have curls.,You were bred. Poodles have curls.,0.8,0.2413793103448276,1.0241637229919434
sim_NM_na_babble_oc05_h2_9,The salt breeze came across from the sea.,The soft breeze came from across the sea.,0.375,0.24390243902439024,1.0249779224395752
sim_NM_amp_babble_pd01_h18_5,Torn scraps littered the stone floor.,Torn scraps littered the stone floor.,0.0,0.0,1.033596396446228
sim_NM_na_babble_oc08_h14_5,The glow deepened in the eyes of the sweet girl.,The Globe deepened in the eyes of the sweet girl.,0.1,0.0625,1.0246778726577759
sim_NM_amp_babble_oc09_h14_8,Clothes and lodging are free to new men.,Clothes and lodging are free to new men.,0.0,0.0,1.0281956195831299
sim_NM_na_babble_oc11_h15_3,A salt pickle tastes fine with ham.,Assault pickle tastes fine with ham.,0.2857142857142857,0.05714285714285714,1.026141881942749
sim_NM_amp_babble_oc07_h12_2,Leaves turn brown and yellow in the fall.,Leaves turn brown and yellow in the fall.,0.0,0.0,1.0320816040039062
sim_NM_na_babble_oc11_h15_4,The just claim got the right verdict.,The just plain got the right verdict.,0.14285714285714285,0.05405405405405406,1.03556489944458
sim_NM_amp_babble_pd15_h15_6,Pure bred poodles have curls.,Purebred poodles have curls.,0.4,0.034482758620689655,1.027534008026123
sim_NM_amp_babble_pd04_h15_2,Guess the result from the first scores.,Guess the result from the first scores.,0.0,0.0,1.0234692096710205
sim_NM_na_babble_oc09_h14_6,Bring your problems to the wise chief.,"Bring your problems to the wise, chief.",0.14285714285714285,0.02631578947368421,1.0285930633544922
sim_NM_na_babble_oc09_h14_3,Pluck the bright rose without leaves.,Pluck the bright rolls without leaves.,0.16666666666666666,0.08108108108108109,1.0350978374481201
sim_NM_amp_babble_pd04_h15_3,A salt pickle tastes fine with ham.,Assault pickle tastes fine with ham.,0.2857142857142857,0.05714285714285714,1.0272456407546997
sim_NM_na_babble_pd15_h15_1,The young kid jumped the rusty gate.,The young kid jumped the rusty gate.,0.0,0.0,1.1115491390228271
sim_NM_na_babble_pd08_h14_9,We frown when events take a bad turn.,"When you're bench, take a bad turn.",0.5,0.40540540540540543,1.0307281017303467
sim_NM_amp_babble_oc11_h15_8,The spot on the blotter was made by green ink.,The spot in the cloud blotter was made by green ink.,0.2,0.15217391304347827,1.0347167253494263
sim_NM_amp_babble_oc16_h2_4,Kick the ball straight and follow through.,Kick the ball straight and follow through.,0.0,0.0,1.0298761129379272
sim_NM_amp_babble_pd14_h18_7,The doctor cured him with these pills.,The doctor cleared him with these pills.,0.14285714285714285,0.07894736842105263,1.0429331064224243
sim_NM_amp_babble_pd11_h15_1,The young kid jumped the rusty gate.,The young kid jumped to Rusty Gate.,0.42857142857142855,0.1111111111111111,1.0372593402862549
sim_NM_na_babble_oc16_h2_7,Smoky fires lack flame and heat.,Smoky fires lack flame and heat.,0.0,0.0,1.02820885181427
sim_NM_na_babble_oc16_h2_2,A rod is used to catch pink salmon.,Rod is used to catch pink salmon.,0.25,0.08571428571428572,1.0439331531524658
sim_NM_amp_babble_oc06_h16_5,The urge to write short stories is rare.,The urge to write short stories is rare.,0.0,0.0,1.034275770187378
sim_NM_na_babble_pd08_h14_7,Write a fond note to the friend you cherish.,"Rate of founding note to the primary, Jared.",0.6666666666666666,0.5,1.035020112991333
sim_NM_na_babble_pd01_h18_10_r,Add the store’s account to the last cent.,Had the stories.,0.875,0.6829268292682927,1.0716257095336914
sim_NM_na_babble_pd12_h10_9,Ten pins were set in order.,1010% in order.,0.6666666666666666,0.6296296296296297,1.0355761051177979
sim_NM_amp_babble_oc02_h17_2,At that high level the air is pure.,"At that high level, the air is pure.",0.125,0.02857142857142857,1.0470949411392212
sim_NM_amp_babble_pd09_h14_5,The glow deepened in the eyes of the sweet girl.,The glow deepened in the eyes of the sweet girl.,0.0,0.0,1.0371369123458862
sim_NM_amp_babble_pd04_h15_4,The just claim got the right verdict.,They just claim got the right verdict.,0.14285714285714285,0.02702702702702703,1.0322355031967163
sim_NM_amp_babble_pd06_h16_10,The sofa cushion is red and of light weight.,.,1.0,0.9772727272727273,1.0350117683410645
sim_NM_amp_babble_pd12_h10_10,The bill was paid every third week.,The bill was paid every 3rd week.,0.14285714285714285,0.08571428571428572,1.0252974033355713
sim_NM_amp_babble_pd06_h16_7,The pirates seized the crew of the lost ship.,The Paris seized the crew of the lost ship.,0.1111111111111111,0.1111111111111111,1.0217430591583252
sim_NM_amp_babble_oc04_h15_4,The just claim got the right verdict.,The just claim got the right verdict.,0.0,0.0,1.0457056760787964
sim_NM_na_babble_pd06_h16_4,The coffee stand is too high for the couch.,The coffee stand is too high for the couch.,0.0,0.0,1.02462899684906
sim_NM_amp_babble_oc06_h16_1,The empty flask stood on the tin tray.,The empty flask stood on the tin tray.,0.0,0.0,1.0411441326141357
sim_NM_amp_babble_pd06_h16_8,We tried to replace the coin but failed.,Who tried to replace the coin but failed.,0.125,0.05,1.0280795097351074
sim_NM_amp_babble_oc16_h2_1,The boy was there when the sun rose.,The boy was there when the sun rose.,0.0,0.0,1.0326451063156128
sim_NM_amp_babble_oc07_h12_9,A lame back kept his score low.,Elaine Beck kept his score low.,0.42857142857142855,0.1935483870967742,1.0280894041061401
sim_NM_na_babble_pd06_h16_5,The urge to write short stories is rare.,He urged to write short stories is rare.,0.25,0.075,1.0259127616882324
sim_NM_amp_babble_oc17_h12_9,A lame back kept his score low.,Elaine back kept his score alone.,0.42857142857142855,0.22580645161290322,1.0280791521072388
sim_NM_na_babble_oc09_h14_10,Port is a strong wine with a smoky taste.,Support is a strong wine with a smoky taste.,0.1111111111111111,0.0975609756097561,1.0376074314117432
sim_NM_amp_babble_oc11_h15_2,Guess the result from the first scores.,Guess the result from the first scores.,0.0,0.0,1.0256372690200806
sim_NM_amp_babble_pd09_h14_3,Pluck the bright rose without leaves.,**** the bright rose without leaves.,0.16666666666666666,0.13513513513513514,1.0358538627624512
sim_NM_amp_babble_pd01_h18_3,There was a sound of dry leaves outside.,It was the sound of dry leaves outside.,0.25,0.2,1.0386275053024292
sim_NM_amp_babble_oc02_h17_10,A shower of dirt fell from the hot pipes.,A red will soak up spilled water.,0.8888888888888888,0.7317073170731707,1.0380363464355469
sim_NM_amp_babble_pd09_h14_8,Clothes and lodging are free to new men.,Clothes and lodging are free to the new men.,0.125,0.1,1.045769214630127
sim_NM_na_babble_pd12_h10_2,A wisp of cloud hung in the blue air.,Wish for parking in the blue air.,0.5555555555555556,0.3783783783783784,1.0286340713500977
sim_NM_amp_babble_pd06_h16_9,She sewed the torn coat quite neatly.,She sold the torn coat quite neatly.,0.14285714285714285,0.08108108108108109,1.027218222618103
sim_NM_amp_babble_pd16_h2_5,Help the woman get back to her feet.,Help the woman get back to her feet.,0.0,0.0,1.0366407632827759
sim_NM_amp_babble_oc08_h14_1,A cramp is no small danger on a swim.,A cramp is no small danger on a swim.,0.0,0.0,1.0438551902770996
sim_NM_na_babble_pd06_h16_3,He broke a new shoelace that day.,He broke a new shoelace for that day.,0.14285714285714285,0.12121212121212122,1.026163101196289
sim_NM_amp_babble_pd04_h15_5,Those thistles bend in a high wind.,Those thistles band in a high wind.,0.14285714285714285,0.02857142857142857,1.035914659500122
sim_NM_na_babble_oc08_h14_1,A cramp is no small danger on a swim.,A cramp is no small danger on swim.,0.1111111111111111,0.05405405405405406,1.033496379852295
sim_NM_amp_babble_oc16_h2_6,A pot of tea helps to pass the evening.,A pot of tea helps to pass the evening.,0.0,0.0,1.0277611017227173
sim_NM_amp_babble_oc02_h17_3,Drop the two when you add the figures.,Drop the two when you add the figures.,0.0,0.0,1.0335521697998047
sim_NM_na_babble_oc16_h2_10,The girl at the booth sold fifty bonds.,The girl at the booth sold 50 bones.,0.25,0.15384615384615385,1.0304131507873535
sim_NM_amp_babble_oc17_h12_4,"Split the log with a quick, sharp blow.",Split the log with a quick sharp blow.,0.125,0.02564102564102564,1.0280100107192993
sim_NM_na_babble_oc09_h14_8,Clothes and lodging are free to new men.,Clothes and lodging are free to new men.,0.0,0.0,1.0302650928497314
sim_NM_na_babble_pd16_h2_5,Help the woman get back to her feet.,Help the woman get back to her feet.,0.0,0.0,1.025776982307434
sim_NM_amp_babble_pd15_h15_5,Those thistles bend in a high wind.,Those thistles bend in a high wind.,0.0,0.0,1.037243127822876
sim_NM_amp_babble_pd14_h18_9,They felt gay when the ship arrived in port.,"They felt gay when the ship arrived, in part.",0.2222222222222222,0.045454545454545456,1.0356119871139526
sim_NM_na_babble_oc07_h12_4,"Split the log with a quick, sharp blow.",Split the log with a quick sharp blow.,0.125,0.02564102564102564,1.030330777168274
sim_NM_na_babble_oc07_h12_6,He ordered peach pie with ice cream.,He ordered Peach pie with ice cream.,0.14285714285714285,0.027777777777777776,1.0248212814331055
sim_NM_amp_babble_pd16_h2_2,A rod is used to catch pink salmon.,.,1.0,0.9714285714285714,1.0437262058258057
sim_NM_na_babble_pd05_h2_9,The salt breeze came across from the sea.,So please came across the sea.,0.5,0.3902439024390244,1.0307022333145142
sim_NM_amp_babble_oc08_h14_7,Write a fond note to the friend you cherish.,Write a fan note to the friend you cherish.,0.1111111111111111,0.045454545454545456,1.0369138717651367
sim_NM_amp_babble_pd12_h10_8,A Tusk is used to make costly gifts.,A test is used to make costly gifts.,0.125,0.08333333333333333,1.0312175750732422
sim_NM_amp_babble_oc02_h17_9,A rag will soak up spilled water.,He knew the skill of the great young actress.,1.2857142857142858,1.0303030303030303,1.0311928987503052
sim_NM_na_babble_oc08_h14_4,Two plus seven is less than ten.,2 + 7 is less than 10.,0.5714285714285714,0.46875,1.030012607574463
sim_NM_na_babble_oc08_h14_6,Bring your problems to the wise chief.,"Bring your problems to the wise, chief.",0.14285714285714285,0.02631578947368421,1.0314688682556152
sim_NM_amp_babble_pd11_h15_5,Those thistles bend in a high wind.,Those thistles bend in high wind.,0.14285714285714285,0.05714285714285714,1.0402742624282837
sim_NM_na_babble_pd12_h10_7,The term ended in late june that year.,"The term ended in late June, late here.",0.375,0.21052631578947367,1.0294010639190674
sim_NM_na_babble_oc02_h17_2,At that high level the air is pure.,"At that high level, the air is pure.",0.125,0.02857142857142857,1.033886194229126
sim_NM_na_babble_oc04_h15_6,Pure bred poodles have curls.,Purebred poodles have curls.,0.4,0.034482758620689655,1.0258049964904785
sim_NM_amp_babble_oc11_h15_7,The tree top waved in a graceful way.,The treetop waved in a graceful way.,0.25,0.02702702702702703,1.037719964981079
sim_NM_na_babble_oc06_h16_6,The pencils have all been used.,Pencils have all been used.,0.3333333333333333,0.16129032258064516,1.049050211906433
sim_NM_amp_babble_pd09_h14_9,We frown when events take a bad turn.,The thrown one of events take a bad turn.,0.5,0.24324324324324326,1.0392570495605469
sim_NM_na_babble_oc04_h15_8,The spot on the blotter was made by green ink.,The spot on the bladder was made by green ink.,0.1,0.06521739130434782,1.0356963872909546
sim_NM_na_babble_pd12_h10_3,A pound of sugar costs more than eggs.,Sound of sugar cost more than 8.,0.5,0.21052631578947367,1.029189109802246
sim_NM_na_babble_pd01_h18_8,The new girl was fired today at noon.,"Hello, girl fired.",0.875,0.6486486486486487,1.0335084199905396
sim_NM_na_babble_oc08_h14_8,Clothes and lodging are free to new men.,Clothes and lodging are free to new men.,0.0,0.0,1.0240195989608765
sim_NM_na_babble_pd15_h15_2,Guess the result from the first scores.,I guess the result from the first scores.,0.2857142857142857,0.07692307692307693,1.028503656387329
sim_NM_na_babble_oc06_h16_4,The coffee stand is too high for the couch.,The coffee stand is too high for the couch.,0.0,0.0,1.0325813293457031
sim_NM_na_babble_oc07_h12_9,A lame back kept his score low.,Elaine Beck kept his score low.,0.42857142857142855,0.1935483870967742,1.024517297744751
sim_NM_na_babble_pd01_h18_4,The sky that morning was clear and bright blue.,"OK, that morning.",0.8888888888888888,0.7021276595744681,1.3754607439041138
sim_NM_amp_babble_oc04_h15_3,A salt pickle tastes fine with ham.,A salt pickle tastes fine with ham.,0.0,0.0,1.0327918529510498
sim_NM_na_babble_oc08_h14_3,Pluck the bright rose without leaves.,Pluck the bright rolls without leaves.,0.16666666666666666,0.08108108108108109,1.0308887958526611
sim_NM_amp_babble_oc09_h14_4,Two plus seven is less than ten.,2 + 7 is less than 10.,0.5714285714285714,0.46875,1.0416470766067505
sim_NM_amp_babble_pd16_h2_4,Kick the ball straight and follow through.,Kick the ball straight and follow through.,0.0,0.0,1.0343801975250244
sim_NM_na_babble_pd15_h15_3,A salt pickle tastes fine with ham.,Yourself pickle taste fine with ham.,0.42857142857142855,0.2,1.0359965562820435
sim_NM_na_babble_oc02_h17_8,He knew the skill of the great young actress.,The office paint was a dull santan.,1.0,0.7333333333333333,1.0493526458740234
sim_NM_na_babble_oc16_h2_8,The soft cushion broke the man's fall.,The soft cushion broke the man's fall.,0.0,0.0,1.0246459245681763
sim_NM_amp_babble_pd09_h14_7,Write a fond note to the friend you cherish.,Where to find note to a friend you cherish.,0.4444444444444444,0.20454545454545456,1.044414758682251
sim_NM_na_babble_pd11_h15_4,The just claim got the right verdict.,Just cleaned out the refrigerator.,0.8571428571428571,0.5675675675675675,1.0274022817611694
sim_NM_na_babble_oc08_h14_7,Write a fond note to the friend you cherish.,Write a fond note to the front you cherish.,0.1111111111111111,0.06818181818181818,1.0276051759719849
sim_NM_na_babble_pd11_h15_1,The young kid jumped the rusty gate.,Young kid jumped the rest of gate.,0.5714285714285714,0.25,1.0290662050247192
sim_NM_amp_babble_oc16_h2_5,Help the woman get back to her feet.,.,1.0,0.9722222222222222,1.029571533203125
sim_NM_na_babble_oc09_h14_1,A cramp is no small danger on a swim.,A cramp is no small danger on a swim.,0.0,0.0,1.0296053886413574
sim_NM_na_babble_oc17_h12_6,He ordered peach pie with ice cream.,He ordered Peach pie with ice cream.,0.14285714285714285,0.027777777777777776,1.027420997619629
sim_NM_amp_babble_pd05_h2_1,The boy was there when the sun rose.,Why was there when the sun rose.,0.25,0.1388888888888889,1.0446646213531494
sim_NM_na_babble_oc06_h16_7,The pirates seized the crew of the lost ship.,The Pirates seized the crew of the lost ship.,0.1111111111111111,0.022222222222222223,1.0367236137390137
sim_NM_na_babble_pd14_h18_3,There was a sound of dry leaves outside.,There was a sound of dried leaves outside.,0.125,0.075,1.0230814218521118
sim_NM_na_babble_pd04_h15_3,A salt pickle tastes fine with ham.,Assault pickle tastes fine with hair.,0.42857142857142855,0.11428571428571428,1.0275261402130127
sim_NM_amp_babble_pd06_h16_3,He broke a new shoelace that day.,So he broke a new shoelace for that day.,0.42857142857142855,0.24242424242424243,1.0290864706039429
sim_NM_na_babble_oc02_h17_4,A filing case is now hard to buy.,The filing case is now heard by.,0.5,0.24242424242424243,1.036532998085022
sim_NM_amp_babble_oc06_h16_8,We tried to replace the coin but failed.,We tried to replace the coin but failed.,0.0,0.0,1.0358752012252808
sim_NM_amp_babble_pd04_h15_7,The tree top waved in a graceful way.,The treetop waved in a graceful way.,0.25,0.02702702702702703,1.0285134315490723
sim_NM_na_babble_oc08_h14_9,We frown when events take a bad turn.,We frown when events take a bad turn.,0.0,0.0,1.04105544090271
sim_NM_na_babble_oc09_h14_5,The glow deepened in the eyes of the sweet girl.,The glow deepened in the eyes of the sweet girl.,0.0,0.0,1.0436086654663086
sim_NM_na_babble_pd08_h14_2,He said the same phrase thirty times.,He said the small phrase 30 times.,0.2857142857142857,0.24324324324324326,1.026643991470337
sim_NM_amp_babble_pd15_h15_3,A salt pickle tastes fine with ham.,A self pickle tastes fine with ham.,0.14285714285714285,0.05714285714285714,1.0362727642059326
sim_NM_amp_babble_pd15_h15_7,The tree top waved in a graceful way.,The treetop waved in a graceful way.,0.25,0.02702702702702703,1.0385715961456299
sim_NM_amp_babble_pd01_h18_10_r,Add the store’s account to the last cent.,Add the stores account.,0.75,0.43902439024390244,1.0496017932891846
sim_NM_na_babble_pd06_h16_1,The empty flask stood on the tin tray.,The empty flasks stood on the tin tray.,0.125,0.02631578947368421,1.0235621929168701
sim_NM_amp_babble_pd11_h15_10,The cigar burned a hole in the desk top.,Sugar burned a hole in his desktop.,0.5555555555555556,0.25,1.0520954132080078
sim_NM_na_babble_oc11_h15_1,The young kid jumped the rusty gate.,Young kid jumped the rusty gate.,0.2857142857142857,0.1388888888888889,1.0303510427474976
sim_NM_na_babble_pd15_h15_6,Pure bred poodles have curls.,Purebred poodles have pearls.,0.6,0.13793103448275862,1.0277588367462158
sim_NM_na_babble_pd16_h2_3,The source of the huge river is the clear spring.,The source of the huge river is the clear spring.,0.0,0.0,1.0232808589935303
sim_NM_amp_babble_oc07_h12_1,The bark of the pine tree was shiny and dark.,The bark of the pine tree was shiny and dark.,0.0,0.0,1.0330015420913696
sim_NM_amp_babble_oc16_h2_3,The source of the huge river is the clear spring.,The source of the huge river is the clear spring.,0.0,0.0,1.0478699207305908
sim_NM_na_babble_oc02_h17_1,The jacket hung on the back of the wide chair.,The jacket hung on the back of the white chair.,0.1,0.043478260869565216,1.0661735534667969
sim_NM_amp_babble_pd16_h2_1,The boy was there when the sun rose.,The boy was there when the sun rose.,0.0,0.0,1.047593355178833
sim_NM_na_babble_oc02_h17_9,A rag will soak up spilled water.,He knew the skill of the great young actress.,1.2857142857142858,1.0303030303030303,1.0240720510482788
sim_NM_na_babble_pd16_h2_6,A pot of tea helps to pass the evening.,A pot of tea helps to pass the evening.,0.0,0.0,1.029049277305603
sim_NM_na_babble_oc04_h15_2,Guess the result from the first scores.,Guess the result from the first scores.,0.0,0.0,1.0305129289627075
sim_NM_na_babble_pd12_h10_5,The play seems dull and quite stupid.,Play seum stolen. Quite stupid.,0.8571428571428571,0.3783783783783784,1.026502013206482
