wavfile,ground_truth,ASR_recognition,wer,cer,sdr,sir,sar
sim_NM_na_nn_oc16_h2_4,Kick the ball straight and follow through.,kicked the ball straight and follow through.,0.14285714285714285,0.07142857142857142,[-25.54709105],[inf],[-25.54709105]
sim_NM_amp_nn_pd15_h15_6,Pure bred poodles have curls.,pure bred poodles have curls.,0.2,0.034482758620689655,[-23.57438073],[inf],[-23.57438073]
sim_NM_na_nn_oc02_h17_6,Wood is best for making toys and blocks.,what is best for making toys and blocks.,0.125,0.1,[-23.88859207],[inf],[-23.88859207]
sim_NM_amp_nn_oc07_h12_7,Weave the carpet on the right hand side.,we've the carpet on the right hand side.,0.125,0.05,[-20.30539605],[inf],[-20.30539605]
sim_NM_amp_nn_oc11_h15_1,The young kid jumped the rusty gate.,young kid jumped the rusty gate.,0.14285714285714285,0.1111111111111111,[-29.77871305],[inf],[-29.77871305]
sim_NM_na_nn_oc07_h12_2,Leaves turn brown and yellow in the fall.,leaves turned brown and yellow in the fall.,0.25,0.07317073170731707,[-24.41097646],[inf],[-24.41097646]
sim_NM_na_nn_pd14_h18_5,Torn scraps littered the stone floor.,torn scraps littered the stone floor.,0.16666666666666666,0.02702702702702703,[-26.91279479],[inf],[-26.91279479]
sim_NM_amp_nn_pd09_h14_8,Clothes and lodging are free to new men.,close an lodging are free to the new nine.,0.5,0.3,[-25.32860572],[inf],[-25.32860572]
sim_NM_amp_nn_oc17_h12_3,The pennant waved when the wind blew.,the pennant waived when the wind blew.,0.2857142857142857,0.05405405405405406,[-27.76524021],[inf],[-27.76524021]
sim_NM_na_nn_oc16_h2_1,The boy was there when the sun rose.,the boy was there when the sun rose.,0.125,0.027777777777777776,[-24.72609415],[inf],[-24.72609415]
sim_NM_na_nn_oc05_h2_5,Help the woman get back to her feet.,help the women get back to her feet.,0.25,0.05555555555555555,[-23.4021739],[inf],[-23.4021739]
sim_NM_na_nn_oc04_h15_3,A salt pickle tastes fine with ham.,A. salt pickle tastes fine with ham.,0.14285714285714285,0.02857142857142857,[-27.25646464],[inf],[-27.25646464]
sim_NM_na_nn_oc07_h12_9,A lame back kept his score low.,lame back kept to score a little.,0.5714285714285714,0.3870967741935484,[-22.18348679],[inf],[-22.18348679]
sim_NM_na_nn_oc07_h12_4,"Split the log with a quick, sharp blow.",split the log with a quick sharp little.,0.375,0.20512820512820512,[-23.67681557],[inf],[-23.67681557]
sim_NM_amp_nn_pd08_h14_2,He said the same phrase thirty times.,he said the small freeze thirty times.,0.42857142857142855,0.24324324324324326,[-34.0368248],[inf],[-34.0368248]
sim_NM_na_nn_pd08_h14_2,He said the same phrase thirty times.,he said the small freeze thirty times.,0.42857142857142855,0.24324324324324326,[-25.85750819],[inf],[-25.85750819]
sim_NM_na_nn_pd16_h2_1,The boy was there when the sun rose.,the boy was there when the sun rose.,0.125,0.027777777777777776,[-28.44884169],[inf],[-28.44884169]
sim_NM_na_nn_oc07_h12_8,Hemp is a weed found in parts of the tropics.,help is a weed found in parts of the tropics.,0.1,0.044444444444444446,[-20.90890213],[inf],[-20.90890213]
sim_NM_amp_nn_oc09_h14_3,Pluck the bright rose without leaves.,pluck the bright rose without leave.,0.3333333333333333,0.05405405405405406,[-28.08156673],[inf],[-28.08156673]
sim_NM_amp_nn_pd05_h2_6,A pot of tea helps to pass the evening.,power T. helps to pass the evening.,0.4444444444444444,0.23076923076923078,[-28.1130676],[inf],[-28.1130676]
sim_NM_na_nn_pd15_h15_1,The young kid jumped the rusty gate.,the young kid jumped the rusty gate.,0.14285714285714285,0.027777777777777776,[-25.15658589],[inf],[-25.15658589]
sim_NM_na_nn_pd04_h15_2,Guess the result from the first scores.,yes the results from the first scores.,0.2857142857142857,0.10256410256410256,[-28.05013859],[inf],[-28.05013859]
sim_NM_na_nn_pd01_h18_5,Torn scraps littered the stone floor.,Corn scripts later the stone floor.,0.5,0.1891891891891892,[-29.21809463],[inf],[-29.21809463]
sim_NM_na_nn_oc04_h15_1,The young kid jumped the rusty gate.,the young kids jumped the rusty gate.,0.2857142857142857,0.05555555555555555,[-25.80871797],[inf],[-25.80871797]
sim_NM_amp_nn_oc02_h17_6,Wood is best for making toys and blocks.,what is best for making toys and blocks.,0.125,0.1,[-25.56143619],[inf],[-25.56143619]
sim_NM_na_nn_pd12_h10_9,Ten pins were set in order.,ten pins were set in order.,0.16666666666666666,0.037037037037037035,[-32.91470454],[inf],[-32.91470454]
sim_NM_na_nn_oc06_h16_4,The coffee stand is too high for the couch.,the coffee stand is too high for the couch.,0.1111111111111111,0.023255813953488372,[-23.6778877],[inf],[-23.6778877]
sim_NM_amp_nn_pd01_h18_8,The new girl was fired today at noon.,a new girl was fired today at noon.,0.125,0.08108108108108109,[-24.26051765],[inf],[-24.26051765]
sim_NM_amp_nn_pd16_h2_6,A pot of tea helps to pass the evening.,a pot of tea helps to pass the evening.,0.1111111111111111,0.02564102564102564,[-27.39128765],[inf],[-27.39128765]
sim_NM_amp_nn_pd04_h15_7,The tree top waved in a graceful way.,treetop waved in a graceful way.,0.375,0.13513513513513514,[-22.18085157],[inf],[-22.18085157]
sim_NM_amp_nn_oc08_h14_5,The glow deepened in the eyes of the sweet girl.,the glow deep into the eyes of the sweet girl.,0.3,0.14583333333333334,[-23.80478164],[inf],[-23.80478164]
sim_NM_amp_nn_oc04_h15_2,Guess the result from the first scores.,yes the result from the first course.,0.2857142857142857,0.1794871794871795,[-27.39305442],[inf],[-27.39305442]
sim_NM_na_nn_oc16_h2_5,Help the woman get back to her feet.,help the women get back to her feet.,0.25,0.05555555555555555,[-28.23841474],[inf],[-28.23841474]
sim_NM_amp_nn_pd11_h15_6,Pure bred poodles have curls.,prevent poodles have curls.,0.4,0.2413793103448276,[-22.5309196],[inf],[-22.5309196]
sim_NM_na_nn_oc16_h2_2,A rod is used to catch pink salmon.,a rod is used to catch pink salmon.,0.125,0.02857142857142857,[-24.44927278],[inf],[-24.44927278]
sim_NM_na_nn_pd16_h2_2,A rod is used to catch pink salmon.,a rod is used to catch pink salmon.,0.125,0.02857142857142857,[-27.59589506],[inf],[-27.59589506]
sim_NM_na_nn_oc17_h12_5,Burn peat after the logs give out.,current Pete after the logs give out.,0.2857142857142857,0.20588235294117646,[-28.50453648],[inf],[-28.50453648]
sim_NM_amp_nn_oc06_h16_2,A speedy man can beat this track mark.,a speeding man can beat this track mark.,0.25,0.10526315789473684,[-26.01506458],[inf],[-26.01506458]
sim_NM_na_nn_pd11_h15_7,The tree top waved in a graceful way.,three top wave in the grease away.,0.75,0.3783783783783784,[-22.90744702],[inf],[-22.90744702]
sim_NM_amp_nn_oc08_h14_8,Clothes and lodging are free to new men.,close and lodging are free to new men.,0.125,0.1,[-23.0103413],[inf],[-23.0103413]
sim_NM_na_nn_pd12_h10_10,The bill was paid every third week.,the bill was paid every third week.,0.14285714285714285,0.02857142857142857,[-31.9726688],[inf],[-31.9726688]
sim_NM_amp_nn_oc09_h14_6,Bring your problems to the wise chief.,bring your problems to the Weiss chief.,0.2857142857142857,0.10526315789473684,[-26.87759933],[inf],[-26.87759933]
sim_NM_na_nn_pd05_h2_3,The source of the huge river is the clear spring.,source of the who's river is a clear spring.,0.3,0.22448979591836735,[-25.34488429],[inf],[-25.34488429]
sim_NM_amp_nn_oc05_h2_9,The salt breeze came across from the sea.,the salt breeze came from across the C..,0.5,0.2926829268292683,[-18.2263334],[inf],[-18.2263334]
sim_NM_amp_nn_pd06_h16_3,He broke a new shoelace that day.,he broke a new shoe letters for that day.,0.5714285714285714,0.3333333333333333,[-21.98565656],[inf],[-21.98565656]
sim_NM_na_nn_pd12_h10_5,The play seems dull and quite stupid.,play seems stolen quite stupid.,0.42857142857142855,0.2702702702702703,[-30.0722613],[inf],[-30.0722613]
sim_NM_amp_nn_oc16_h2_6,A pot of tea helps to pass the evening.,a pot of tea helps to pass the evening.,0.1111111111111111,0.02564102564102564,[-33.77005149],[inf],[-33.77005149]
sim_NM_amp_nn_oc17_h12_9,A lame back kept his score low.,Alain backup to score a little.,1.0,0.5483870967741935,[-21.5733706],[inf],[-21.5733706]
sim_NM_amp_nn_pd14_h18_2,The child almost hurt the small dog.,the child almost her two small dogs.,0.5714285714285714,0.16666666666666666,[-26.76527999],[inf],[-26.76527999]
sim_NM_amp_nn_oc17_h12_6,He ordered peach pie with ice cream.,he ordered peach pie with ice cream.,0.14285714285714285,0.027777777777777776,[-23.87547382],[inf],[-23.87547382]
sim_NM_na_nn_oc08_h14_2,He said the same phrase thirty times.,he said the same priest thirty time.,0.42857142857142855,0.16216216216216217,[-24.22629171],[inf],[-24.22629171]
sim_NM_na_nn_oc06_h16_5,The urge to write short stories is rare.,the urge to write short stories is rare.,0.125,0.025,[-24.57045277],[inf],[-24.57045277]
sim_NM_amp_nn_pd14_h18_5,Torn scraps littered the stone floor.,torn scraps littered the stone floor.,0.16666666666666666,0.02702702702702703,[-23.64427025],[inf],[-23.64427025]
sim_NM_na_nn_oc16_h2_8,The soft cushion broke the man's fall.,the soft cushion broke the man's fall.,0.14285714285714285,0.02631578947368421,[-26.90865652],[inf],[-26.90865652]
sim_NM_amp_nn_pd08_h14_7,Write a fond note to the friend you cherish.,right a file node to the friend you cherish.,0.3333333333333333,0.18181818181818182,[-26.17849036],[inf],[-26.17849036]
sim_NM_na_nn_pd12_h10_7,The term ended in late june that year.,the term ended in late June the your.,0.5,0.15789473684210525,[-29.84299852],[inf],[-29.84299852]
sim_NM_na_nn_pd04_h15_5,Those thistles bend in a high wind.,Bruce this is branded a high wind.,0.5714285714285714,0.34285714285714286,[-29.54623382],[inf],[-29.54623382]
sim_NM_amp_nn_pd05_h2_9,The salt breeze came across from the sea.,so breeze came across the sea.,0.375,0.2926829268292683,[-25.59782383],[inf],[-25.59782383]
sim_NM_amp_nn_oc07_h12_3,The pennant waved when the wind blew.,the pennant waived when the wind blew.,0.2857142857142857,0.05405405405405406,[-24.16161167],[inf],[-24.16161167]
sim_NM_amp_nn_pd12_h10_7,The term ended in late june that year.,the term ended in late June eight here.,0.5,0.23684210526315788,[-21.38573499],[inf],[-21.38573499]
sim_NM_amp_nn_oc04_h15_3,A salt pickle tastes fine with ham.,A. salt pickle tastes fine with ham.,0.14285714285714285,0.02857142857142857,[-28.50067406],[inf],[-28.50067406]
sim_NM_na_nn_pd11_h15_8,The spot on the blotter was made by green ink.,spot on the Porter was made by greeting.,0.4,0.21739130434782608,[-28.10186997],[inf],[-28.10186997]
sim_NM_amp_nn_oc06_h16_7,The pirates seized the crew of the lost ship.,the pirates seized the crew of the last ship.,0.2222222222222222,0.044444444444444446,[-24.03076314],[inf],[-24.03076314]
sim_NM_na_nn_oc08_h14_8,Clothes and lodging are free to new men.,close and lodging are free to new men.,0.125,0.1,[-28.06233919],[inf],[-28.06233919]
sim_NM_amp_nn_oc06_h16_8,We tried to replace the coin but failed.,we tried to replace the Klein but failed.,0.25,0.1,[-25.39734503],[inf],[-25.39734503]
sim_NM_na_nn_pd06_h16_4,The coffee stand is too high for the couch.,%HESITATION coverage status too high for the codes.,0.5555555555555556,0.5116279069767442,[-27.83151283],[inf],[-27.83151283]
sim_NM_amp_nn_oc08_h14_7,Write a fond note to the friend you cherish.,right a fine note to the friend you cherish.,0.2222222222222222,0.13636363636363635,[-23.14679493],[inf],[-23.14679493]
sim_NM_amp_nn_oc11_h15_9,Mud was spattered on the front of his white shirt.,what was battered on the front of his white shirt.,0.2,0.12,[-23.62695584],[inf],[-23.62695584]
sim_NM_amp_nn_pd16_h2_10,The girl at the booth sold fifty bonds.,the girl at the booth sold fifty bonds.,0.125,0.02564102564102564,[-20.03381002],[inf],[-20.03381002]
sim_NM_amp_nn_pd09_h14_2,He said the same phrase thirty times.,he said the same phrase thirty times.,0.14285714285714285,0.02702702702702703,[-26.01837465],[inf],[-26.01837465]
sim_NM_na_nn_pd16_h2_6,A pot of tea helps to pass the evening.,a pot of tea helps to pass the evening.,0.1111111111111111,0.02564102564102564,[-26.97484645],[inf],[-26.97484645]
sim_NM_amp_nn_oc04_h15_6,Pure bred poodles have curls.,pure bred poodles have curls.,0.2,0.034482758620689655,[-27.35481903],[inf],[-27.35481903]
sim_NM_amp_nn_oc02_h17_9,A rag will soak up spilled water.,he knew the skill of the great young at actress.,1.4285714285714286,1.0909090909090908,[-23.99013158],[inf],[-23.99013158]
sim_NM_amp_nn_pd06_h16_4,The coffee stand is too high for the couch.,%HESITATION coverage Dennis too high for the couch.,0.4444444444444444,0.46511627906976744,[-29.45789503],[inf],[-29.45789503]
sim_NM_na_nn_pd01_h18_7,The doctor cured him with these pills.,actor cured him with these pills.,0.2857142857142857,0.15789473684210525,[-24.53926881],[inf],[-24.53926881]
sim_NM_amp_nn_oc17_h12_7,Weave the carpet on the right hand side.,we've the carpet on the right hand side.,0.125,0.05,[-24.73560085],[inf],[-24.73560085]
sim_NM_amp_nn_oc16_h2_1,The boy was there when the sun rose.,the boy was there when the sun rose.,0.125,0.027777777777777776,[-26.05683568],[inf],[-26.05683568]
sim_NM_na_nn_pd16_h2_7,Smoky fires lack flame and heat.,smoky fires lack flame and heat.,0.16666666666666666,0.03125,[-26.02554839],[inf],[-26.02554839]
sim_NM_na_nn_pd08_h14_9,We frown when events take a bad turn.,we frown when events take a bad turn.,0.125,0.02702702702702703,[-27.64346226],[inf],[-27.64346226]
sim_NM_na_nn_pd14_h18_7,The doctor cured him with these pills.,the doctor cured him with these pills.,0.14285714285714285,0.02631578947368421,[-31.17165576],[inf],[-31.17165576]
sim_NM_na_nn_oc05_h2_1,The boy was there when the sun rose.,the boy was there when the sun rose.,0.125,0.027777777777777776,[-25.80788597],[inf],[-25.80788597]
sim_NM_amp_nn_oc17_h12_2,Leaves turn brown and yellow in the fall.,please turn brown and yellow in the fall.,0.125,0.0975609756097561,[-25.52189988],[inf],[-25.52189988]
sim_NM_na_nn_oc11_h15_1,The young kid jumped the rusty gate.,young kid jumped the rusty gate.,0.14285714285714285,0.1111111111111111,[-24.13013587],[inf],[-24.13013587]
sim_NM_amp_nn_oc16_h2_4,Kick the ball straight and follow through.,kicked the ball straight and follow through.,0.14285714285714285,0.07142857142857142,[-20.14517121],[inf],[-20.14517121]
sim_NM_na_nn_oc16_h2_10,The girl at the booth sold fifty bonds.,the girl at the booth sold fifty bonds.,0.125,0.02564102564102564,[-31.235538],[inf],[-31.235538]
sim_NM_na_nn_pd05_h2_6,A pot of tea helps to pass the evening.,county helps to pass the evening.,0.4444444444444444,0.2564102564102564,[-23.49169077],[inf],[-23.49169077]
sim_NM_na_nn_pd05_h2_9,The salt breeze came across from the sea.,so breeze came across the sea.,0.375,0.2926829268292683,[-23.2627781],[inf],[-23.2627781]
sim_NM_na_nn_pd08_h14_7,Write a fond note to the friend you cherish.,right a phone node to the friend you cherish.,0.3333333333333333,0.18181818181818182,[-23.7726145],[inf],[-23.7726145]
sim_NM_amp_nn_pd05_h2_7,Smoky fires lack flame and heat.,so he fires lack flame and heat.,0.3333333333333333,0.15625,[-27.26957339],[inf],[-27.26957339]
sim_NM_amp_nn_pd14_h18_10,Add the store’s account to the last cent.,and the stores account to the last sent.,0.375,0.0975609756097561,[-28.28437054],[inf],[-28.28437054]
sim_NM_amp_nn_pd09_h14_10,Port is a strong wine with a smoky taste.,Porter is a strong wind with a smoky taste.,0.2222222222222222,0.07317073170731707,[-25.39850106],[inf],[-25.39850106]
sim_NM_na_nn_pd11_h15_6,Pure bred poodles have curls.,Preferred poodles have curls.,0.4,0.13793103448275862,[-30.06071403],[inf],[-30.06071403]
sim_NM_na_nn_pd01_h18_10_r,Add the store’s account to the last cent.,and the storage account no S..,0.75,0.4634146341463415,[-28.6345312],[inf],[-28.6345312]
sim_NM_na_nn_pd15_h15_2,Guess the result from the first scores.,guess the results from the first scores.,0.2857142857142857,0.05128205128205128,[-27.78210863],[inf],[-27.78210863]
sim_NM_amp_nn_oc02_h17_10,A shower of dirt fell from the hot pipes.,Iran will soak up spilled water.,1.0,0.7804878048780488,[-20.79973218],[inf],[-20.79973218]
sim_NM_na_nn_pd09_h14_3,Pluck the bright rose without leaves.,**** the bright rose without Lee.,0.3333333333333333,0.24324324324324326,[-31.44675816],[inf],[-31.44675816]
sim_NM_amp_nn_oc08_h14_10,Port is a strong wine with a smoky taste.,port is a strong line with a smoky taste.,0.2222222222222222,0.04878048780487805,[-23.82239529],[inf],[-23.82239529]
sim_NM_na_nn_oc06_h16_3,He broke a new shoelace that day.,he broke a new shoe lace that day.,0.42857142857142855,0.06060606060606061,[-28.41841937],[inf],[-28.41841937]
sim_NM_na_nn_oc16_h2_3,The source of the huge river is the clear spring.,the source of the huge river is the clear spring.,0.1,0.02040816326530612,[-26.36111273],[inf],[-26.36111273]
sim_NM_amp_nn_oc07_h12_4,"Split the log with a quick, sharp blow.",split the log with a quick sharp blow.,0.25,0.05128205128205128,[-22.63457657],[inf],[-22.63457657]
sim_NM_na_nn_pd05_h2_1,The boy was there when the sun rose.,%HESITATION is there when the sun rose.,0.375,0.3611111111111111,[-23.15548279],[inf],[-23.15548279]
sim_NM_amp_nn_pd05_h2_4,Kick the ball straight and follow through.,kick the ball straight and follow through.,0.14285714285714285,0.023809523809523808,[-32.43371056],[inf],[-32.43371056]
sim_NM_na_nn_pd11_h15_3,A salt pickle tastes fine with ham.,so pickled these fine with with them.,0.8571428571428571,0.4857142857142857,[-24.60933806],[inf],[-24.60933806]
sim_NM_na_nn_pd11_h15_2,Guess the result from the first scores.,this results in the first scores.,0.5714285714285714,0.3333333333333333,[-19.50236034],[inf],[-19.50236034]
sim_NM_amp_nn_oc17_h12_10,We find joy in the simplest things.,we find joy in the simplest things.,0.14285714285714285,0.02857142857142857,[-22.69492217],[inf],[-22.69492217]
sim_NM_na_nn_pd11_h15_9,Mud was spattered on the front of his white shirt.,what is standard on the front of the others white shirt.,0.5,0.38,[-29.65035413],[inf],[-29.65035413]
sim_NM_amp_nn_pd16_h2_8,The soft cushion broke the man's fall.,the soft cushion broke the man's fall.,0.14285714285714285,0.02631578947368421,[-25.43417771],[inf],[-25.43417771]
sim_NM_amp_nn_pd01_h18_4,The sky that morning was clear and bright blue.,sky that morning was clear and bright blue.,0.1111111111111111,0.0851063829787234,[-26.63337704],[inf],[-26.63337704]
